ENVIRONMENT,USERID,STATUS,CHANGEDATE,MEMO,CHANGEBY
ODN1,HENRIQUEPEREIRA,INACTIVE,2019-01-25-16.33.00.000000,Inativando usuario que nao acessaram o sistema nos ultimos seis meses,MAXADOOG
ODN1,HENRIQUEPEREIRA,ACTIVE,2018-08-21-10.03.14.000000,,MAXADMIN
ODN1,HENRIQUEPINHEIRO,NEWREG,2026-02-22-20.11.16.815000,,ITEAM
ODN1,HENRIQUEPINHEIRO,ACTIVE,2026-02-22-20.12.30.592000,,LUIZFELIPE
ODN1,HENRIQUEPINHEIRO,INACTIVE,2026-04-27-07.45.02.826000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HENRIQUEROQUE,INACTIVE,2020-03-11-11.11.44.000000,usuario sem acesso ao sistema nos ultimos seis meses,MAXADOOG
ODN1,HENRIQUEROQUE,ACTIVE,2023-05-25-13.31.20.000000,Ticket#0295999 — Acesso Pastas Engenharia & Máximo,ITEAM
ODN1,HENRIQUEROQUE,INACTIVE,2023-05-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HENRIQUEROQUE,ACTIVE,2019-07-15-16.46.02.000000,,THIAGOFROES
ODN1,HERBETONSANTANA,ACTIVE,2023-12-24-08.50.19.000000,,RAPHAELBARBOSA
ODN1,HERBETONSANTANA,NEWREG,2023-12-24-08.45.52.000000,,MAXADMIN
ODN1,HERBETONSANTANA,INACTIVE,2024-01-08-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,HERBSONSANTOS,INACTIVE,2019-01-25-16.33.00.000000,Inativando usuario que nao acessaram o sistema nos ultimos seis meses,MAXADOOG
ODN1,HERBSONSANTOS,ACTIVE,2019-01-21-14.12.03.000000,,MAXADMIN
ODN1,HERICKSONCARDOSO,ACTIVE,2024-11-09-19.54.21.000000,,LUIZFELIPE
ODN1,HERICKSONCARDOSO,INACTIVE,2025-01-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HERICKSONCARDOSO,NEWREG,2024-11-09-19.51.21.000000,,MAXADMIN
ODN1,HEVERALDOCOSTA,NEWREG,2026-06-18-19.17.26.481000,,MAXADMIN
ODN1,HEVERALDOCOSTA,ACTIVE,2026-06-18-19.18.02.385000,,LUIZFELIPE
ODN1,HEVERTONCONSOLINI,NEWREG,2026-02-15-11.01.07.567000,,ITEAM
ODN1,HIAGOMADEIRA,ACTIVE,2024-07-21-13.25.57.000000,,LUIZFELIPE
ODN1,HIAGOMADEIRA,INACTIVE,2024-11-11-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HIAGOMADEIRA,NEWREG,2024-07-21-13.18.44.000000,,MAXADMIN
ODN1,HIAGOTINOCO,NEWREG,2025-09-16-10.00.49.000000,,ITEAM
ODN1,HIAGOTINOCO,ACTIVE,2025-09-16-10.01.14.000000,,LUIZFELIPE
ODN1,HIAGOTINOCO,INACTIVE,2025-11-16-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HIGORNUNES,ACTIVE,2025-10-01-20.03.43.000000,,LUIZFELIPE
ODN1,HIGORNUNES,NEWREG,2025-10-01-20.02.25.000000,,ITEAM
ODN1,HIGORNUNES,INACTIVE,2025-11-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HIGORSILVA,ACTIVE,2024-05-20-15.36.36.000000,,ITEAM
ODN1,HIGORSILVA,ACTIVE,2025-12-16-11.41.09.261000,Ticket#2025121629000455,HELPDESK
ODN1,HIGORSILVA,INACTIVE,2025-11-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HIGORSILVA,ACTIVE,2025-10-09-10.37.22.000000,Ticket#2025100929000249,HELPDESK
ODN1,HIGORSILVA,INACTIVE,2025-07-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HIGORSILVA,ACTIVE,2025-05-28-11.34.33.000000,Ticket#2025052729000564 — Maximo das unidades,ITEAM
ODN1,HIGORSILVA,INACTIVE,2025-04-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HIGORSILVA,INACTIVE,2026-06-04-07.45.03.162000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HOTTOJUNIOR,NEWREG,2025-07-16-20.00.44.000000,,ITEAM
ODN1,HOTTOJUNIOR,INACTIVE,2025-09-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HOTTOJUNIOR,ACTIVE,2025-07-16-20.01.21.000000,,LUIZFELIPE
ODN1,HSOUZA,ACTIVE,2024-01-22-20.15.09.000000,,RAPHAELBARBOSA
ODN1,HSOUZA,INACTIVE,2024-03-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HSOUZA,NEWREG,2024-01-22-19.45.43.000000,,MAXADMIN
ODN1,HUDSONMENDES,ACTIVE,2024-08-30-19.36.43.000000,,RAPHAELBARBOSA
ODN1,HUDSONMENDES,INACTIVE,2024-10-28-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUDSONMENDES,NEWREG,2024-08-30-19.36.02.000000,,MAXADMIN
ODN1,HUGOAGUIAR,ACTIVE,2024-06-19-19.21.03.000000,,RAPHAELBARBOSA
ODN1,HUGOAGUIAR,INACTIVE,2024-08-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUGOAGUIAR,NEWREG,2024-06-19-19.20.23.000000,,MAXADMIN
ODN1,HUGOANDRADE,NEWREG,2024-01-22-13.55.24.000000,,MAXADMIN
ODN1,HUGOANDRADE,INACTIVE,2024-09-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUGOANDRADE,INACTIVE,2024-06-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUGOANDRADE,ACTIVE,2024-06-29-06.14.26.000000,Ticket#0363532,HELPDESK
ODN1,HUGOANDRADE,ACTIVE,2024-07-01-22.38.06.000000,0363794,HELPDESK
ODN1,HUGOANDRADE,INACTIVE,2024-03-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUGOANDRADE,ACTIVE,2024-01-22-14.21.35.000000,,RAPHAELBARBOSA
ODN1,HUGOMALUF,ACTIVE,2018-06-14-14.47.12.000000,,MAXADMIN
ODN1,HUGORODRIGUES,NEWREG,2025-11-08-19.37.04.000000,,ITEAM
ODN1,HUGORODRIGUES,INACTIVE,2026-03-26-07.45.02.282000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUGORODRIGUES,ACTIVE,2025-11-08-19.37.54.000000,,LUIZFELIPE
ODN1,HUGOSOUZA,ACTIVE,2024-08-01-08.38.28.000000,,ITEAM
ODN1,HUGOSOUZA,INACTIVE,2025-10-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUGOSOUZA,ACTIVE,2025-11-13-06.13.00.000000,,HELPDESK
ODN1,HUGOSOUZA,INACTIVE,2026-05-27-07.45.02.726000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUMBERTHOSANTOS,NEWREG,2026-02-27-19.33.20.281000,,MAXADMIN
ODN1,HUMBERTHOSANTOS,ACTIVE,2026-02-27-19.34.11.094000,,LUIZFELIPE
ODN1,HUMBERTHOSANTOS,INACTIVE,2026-05-23-07.45.03.412000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUMBERTHOSANTOS,ACTIVE,2026-06-23-17.33.36.190000,,LUIZFELIPE
ODN1,HUMBERTOG,NEWREG,2025-03-30-19.37.18.000000,,MAXADMIN
ODN1,HUMBERTOGONCALVES,INACTIVE,2025-03-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUMBERTOGONCALVES,INACTIVE,2025-05-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HUMBERTOGONCALVES,NEWREG,2025-01-16-19.35.33.000000,,MAXADMIN
ODN1,HUMBERTOGONCALVES,ACTIVE,2025-03-30-19.45.05.000000,,LUIZFELIPE
ODN1,HUMBERTOGONCALVES,ACTIVE,2025-01-16-19.35.58.000000,,RENATOSOARES
ODN1,HYAGONARCIZO,NEWREG,2026-03-21-10.32.58.727000,,MAXADMIN
ODN1,HYAGONARCIZO,ACTIVE,2026-03-21-13.32.06.918000,,LUIZFELIPE
ODN1,HYAGONARCIZO,INACTIVE,2026-05-18-07.45.03.600000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,HYGORSILVA,NEWREG,2026-04-18-09.40.17.235000,,MAXADMIN
ODN1,HYGORSILVA,ACTIVE,2026-04-18-09.40.56.898000,,LUIZFELIPE
ODN1,HYGORSILVA,INACTIVE,2026-06-08-07.45.02.454000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IAGOSILVA,NEWREG,2023-12-18-00.10.05.000000,,MAXADMIN
ODN1,IAGOSILVA,ACTIVE,2026-02-21-18.56.36.150000,,LUIZFELIPE
ODN1,IAGOSILVA,INACTIVE,2025-05-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IAGOSILVA,ACTIVE,2025-03-22-17.24.13.000000,,RENATOSOARES
ODN1,IAGOSILVA,NEWREG,2025-03-22-17.22.55.000000,,MAXADMIN
ODN1,IAGOSILVA,INACTIVE,2024-12-18-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,IAGOSILVA,ACTIVE,2023-12-18-00.10.30.000000,,RAPHAELBARBOSA
ODN1,IAGOSILVA,INACTIVE,2026-05-24-07.45.02.519000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IAGOSILVA,ACTIVE,2026-06-10-18.06.07.538000,,RENATOSOARES
ODN1,IARLENKLEIN,ACTIVE,2019-04-03-13.12.26.000000,,THIAGOFROES
ODN1,IARLENKLEIN,INACTIVE,2019-09-26-14.13.25.000000,,MAXADOOG
ODN1,IGORCRUZ,ACTIVE,2024-09-15-19.39.04.000000,,RAPHAELBARBOSA
ODN1,IGORCRUZ,ACTIVE,2025-08-16-14.41.29.000000,,MAXADMIN
ODN1,IGORCRUZ,BLOCKED,2025-08-16-14.33.04.000000,,MAXADMIN
ODN1,IGORCRUZ,ACTIVE,2025-08-16-06.41.29.000000,,MAXADMIN
ODN1,IGORCRUZ,BLOCKED,2025-08-16-06.40.38.000000,,MAXADMIN
ODN1,IGORCRUZ,ACTIVE,2024-12-14-06.18.21.000000,,MAXADMIN
ODN1,IGORCRUZ,BLOCKED,2024-12-14-06.09.59.000000,,MAXADMIN
ODN1,IGORCRUZ,NEWREG,2024-09-15-19.38.39.000000,,MAXADMIN
ODN1,IGORCRUZ,INACTIVE,2026-05-10-07.45.03.661000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGORDIONIZIO,ACTIVE,2017-06-05-15.00.29.000000,,JULINECAETANO
ODN1,IGORDIONIZIO,INACTIVE,2018-09-03-09.39.35.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
ODN1,IGORDONATO,NEWREG,2025-03-30-10.19.16.000000,,MAXADMIN
ODN1,IGORDONATO,INACTIVE,2025-05-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGORDONATO,ACTIVE,2025-03-30-10.19.55.000000,,LUIZFELIPE
ODN1,IGORFERNANDES,NEWREG,2025-06-28-20.10.51.000000,,ITEAM
ODN1,IGORFERNANDES,ACTIVE,2026-03-05-19.38.00.118000,,LUIZFELIPE
ODN1,IGORFERNANDES,INACTIVE,2025-09-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGORFERNANDES,ACTIVE,2025-06-28-20.11.27.000000,,RENATOSOARES
ODN1,IGORFERNANDES,INACTIVE,2026-05-02-07.45.03.442000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGORFOLIVEIRA,ACTIVE,2025-03-22-20.06.28.000000,,LUIZFELIPE
ODN1,IGORFOLIVEIRA,INACTIVE,2025-05-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGORFOLIVEIRA,NEWREG,2025-03-22-20.05.08.000000,,MAXADMIN
ODN1,IGORFONTAO,NEWREG,2024-03-16-19.40.51.000000,,MAXADMIN
ODN1,IGORFONTAO,ACTIVE,2024-03-16-19.51.07.000000,,RAPHAELBARBOSA
ODN1,IGORFONTAO,INACTIVE,2024-03-31-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,IGORJEFISOV,ACTIVE,2013-12-06-16.02.26.000000,,MAXADMIN
ODN1,IGORJEFISOV,INACTIVE,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
ODN1,IGOROLIVEIRA,ACTIVE,2023-02-15-18.13.14.000000,,ITEAM
ODN1,IGOROLIVEIRA,ACTIVE,2025-10-27-18.01.59.000000,2025102729000821,HELPDESK
ODN1,IGOROLIVEIRA,ACTIVE,2024-11-02-18.50.39.000000,0377305,HELPDESK
ODN1,IGOROLIVEIRA,INACTIVE,2024-11-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGOROLIVEIRA,INACTIVE,2023-04-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGOROLIVEIRAO,INACTIVE,2024-08-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGOROLIVEIRAO,ACTIVE,2024-11-02-18.50.39.000000,0377305,HELPDESK
ODN1,IGOROLIVEIRAO,INACTIVE,2024-12-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGOROLIVEIRAO,ACTIVE,2024-06-13-19.40.13.000000,,RAPHAELBARBOSA
ODN1,IGOROLIVEIRAO,NEWREG,2024-06-13-19.39.21.000000,,MAXADMIN
ODN1,IGORRABELO,INACTIVE,2024-03-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGORRABELO,ACTIVE,2024-01-10-20.16.30.000000,,RAPHAELBARBOSA
ODN1,IGORRABELO,NEWREG,2024-01-10-20.10.16.000000,,MAXADMIN
ODN1,IGORRODRIGUES,ACTIVE,2018-05-24-07.35.23.000000,,MAXADOOG
ODN1,IGORRODRIGUES,ACTIVE,2018-10-18-10.38.17.000000,,MAXADMIN
ODN1,IGORRODRIGUES,ACTIVE,2018-10-18-10.28.17.000000,,MAXADMIN
ODN1,IGORRODRIGUES,INACTIVE,2019-05-22-10.14.46.000000,Ticket#082321 — Transferência Definitiva de Login e Senha no MAXIMO,THIAGOFROES
ODN1,IGORRODRIGUES,BLOCKED,2018-10-18-10.36.58.000000,,MAXADMIN
ODN1,IGORRODRIGUES,BLOCKED,2018-10-18-10.22.55.000000,,MAXADMIN
ODN1,IGORSILVA,ACTIVE,2024-11-24-19.38.58.000000,,RENATOSOARES
ODN1,IGORSILVA,INACTIVE,2025-03-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IGORSILVA,NEWREG,2024-11-24-19.38.08.000000,,MAXADMIN
ODN1,ILARIOBARCELOS,ACTIVE,2023-10-26-14.33.48.000000,,ITEAM
ODN1,ILARIOBARCELOS,ACTIVE,2024-04-25-18.31.25.000000,Ticket#0352651 — Reset de senha Maximo,HELPDESK
ODN1,ILARIOBARCELOS,INACTIVE,2024-04-23-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ILARIOBARCELOS,ACTIVE,2024-01-15-10.13.04.000000,Ticket#0335400 — Acesso ao Maximo,ITEAM
ODN1,ILARIOBARCELOS,INACTIVE,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ILIDIOLOBO,ACTIVE,2013-12-06-11.48.16.000000,,MAXADMIN
ODN1,ILIDIOLOBO,INACTIVE,2017-03-20-15.33.17.000000,Saneamento usuarios março/17,MAXADOOG
ODN1,IRAPOANCARVALHO,ACTIVE,2018-01-12-07.24.42.000000,,JULINECAETANO
ODN1,IRAPOANCARVALHO,INACTIVE,2018-09-03-09.39.56.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
ODN1,IRINEUSOUZA,NEWREG,2026-05-16-19.39.06.948000,,MAXADMIN
ODN1,IRINEUSOUZA,INACTIVE,2026-07-06-07.45.01.514000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IRINEUSOUZA,ACTIVE,2026-05-16-19.40.21.543000,,LUIZFELIPE
ODN1,ISAACBARRETO,NEWREG,2024-03-01-16.24.23.000000,,MAXADMIN
ODN1,ISAACBARRETO,INACTIVE,2024-05-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISAACBARRETO,ACTIVE,2024-03-01-16.29.05.000000,,LUIZFELIPE
ODN1,ISAACOLIVEIRA,ACTIVE,2018-01-12-08.11.23.000000,,JULINECAETANO
ODN1,ISAACOLIVEIRA,ACTIVE,2021-01-20-12.24.31.000000,,MAXADOOG
ODN1,ISAACOLIVEIRA,INACTIVE,2021-07-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISAACOLIVEIRA,INACTIVE,2019-01-25-16.33.00.000000,Inativando usuario que nao acessaram o sistema nos ultimos seis meses,MAXADOOG
ODN1,ISABELABUITRAGO,INACTIVE,2020-03-11-11.11.44.000000,usuario sem acesso ao sistema nos ultimos seis meses,MAXADOOG
ODN1,ISABELABUITRAGO,ACTIVE,2018-10-10-11.20.25.000000,,MAXADMIN
ODN1,ISABELAMONTEIRO,ACTIVE,2023-02-07-15.58.50.000000,,ITEAM
ODN1,ISABELAMONTEIRO,INACTIVE,2023-03-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISAC,NEWREG,2013-11-20-07.14.13.000000,,MAXREG
ODN1,ISACROSA,ACTIVE,2013-12-06-14.36.27.000000,,MAXADMIN
ODN1,ISACROSA,INACTIVE,2022-10-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISADORASILVA,INACTIVE,2024-08-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISADORASILVA,INACTIVE,2026-03-26-07.45.02.461000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISADORASILVA,NEWREG,2025-11-23-19.45.17.000000,,ITEAM
ODN1,ISADORASILVA,ACTIVE,2025-11-23-19.57.15.000000,,RENATOSOARES
ODN1,ISADORASILVA,NEWREG,2024-07-04-19.27.10.000000,,MAXADMIN
ODN1,ISADORASILVA,ACTIVE,2024-07-04-19.27.57.000000,,RAPHAELBARBOSA
ODN1,ISAQUEBATISTA,NEWREG,2025-09-17-07.41.41.000000,,ITEAM
ODN1,ISAQUEBATISTA,ACTIVE,2026-04-10-09.37.43.734000,,LUIZFELIPE
ODN1,ISAQUEBATISTA,INACTIVE,2026-03-26-07.45.01.339000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISAQUEBATISTA,ACTIVE,2025-09-17-07.43.02.000000,,LUIZFELIPE
ODN1,ISAQUEBATISTA,INACTIVE,2026-06-01-07.45.02.233000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISAQUESILVA,NEWREG,2024-10-23-16.35.44.000000,,MAXADMIN
ODN1,ISAQUESILVA,INACTIVE,2024-12-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISAQUESILVA,ACTIVE,2024-10-23-16.36.23.000000,,RENATOSOARES
ODN1,ISRAELASOARESAZEVEDO,NEWREG,2024-03-30-16.31.38.000000,,MAXADMIN
ODN1,ISRAELASOARESAZEVEDO,ACTIVE,2024-03-30-16.32.38.000000,,LUIZFELIPE
ODN1,ISRAELASOARESAZEVEDO,INACTIVE,2024-05-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISRAELAZEVEDO,NEWREG,2025-06-26-16.23.33.000000,,ITEAM
ODN1,ISRAELAZEVEDO,INACTIVE,2025-10-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISRAELAZEVEDO,ACTIVE,2025-06-26-16.24.08.000000,,RENATOSOARES
ODN1,ISRAELAZEVEDOSOARES,NEWREG,2024-03-30-17.16.05.000000,,MAXADMIN
ODN1,ISRAELRAMOSDELIMA,NEWREG,2026-01-04-10.59.03.835000,,ITEAM
ODN1,ISRAELRAMOSDELIMA,ACTIVE,2026-01-04-11.00.35.388000,,LUIZFELIPE
ODN1,ISRAELRAMOSDELIMA,INACTIVE,2026-05-21-07.45.02.911000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISRAELSOARES,ACTIVE,2024-01-23-14.16.09.000000,,RAPHAELBARBOSA
ODN1,ISRAELSOARES,INACTIVE,2024-05-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ISRAELSOARES,ACTIVE,2024-04-01-10.47.48.000000,,MAXADOOG
ODN1,ISRAELSOARES,INACTIVE,2024-02-08-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
ODN1,ISRAELSOARES,NEWREG,2024-01-23-14.15.28.000000,,MAXADMIN
ODN1,ITALOLOPES,INACTIVE,2025-11-16-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ITALOLOPES,ACTIVE,2026-04-22-09.47.03.316000,icket#2026042229000564,HELPDESK
ODN1,ITALOLOPES,NEWREG,2025-09-14-19.32.20.000000,,ITEAM
ODN1,ITALOLOPES,ACTIVE,2025-09-14-19.32.46.000000,,LUIZFELIPE
ODN1,ITALOLOPES,BLOCKED,2026-05-03-13.05.50.952000,,MAXADMIN
ODN1,ITALOLOPES,INACTIVE,2026-06-27-07.45.01.233000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ITALOLOPES,ACTIVE,2026-05-03-13.14.30.655000,,MAXADMIN
ODN1,ITALOMARINS,NEWREG,2025-03-16-10.44.24.000000,,MAXADMIN
ODN1,ITALOMARINS,INACTIVE,2025-05-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ITALOMARINS,ACTIVE,2025-03-16-10.45.33.000000,,RENATOSOARES
ODN1,ITALOPORTO,NEWREG,2025-09-14-11.59.44.000000,,ITEAM
ODN1,ITALOPORTO,INACTIVE,2025-11-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ITALOPORTO,ACTIVE,2025-09-14-12.00.14.000000,,LUIZFELIPE
ODN1,ITEAM,ACTIVE,2020-11-16-14.00.01.000000,,MAXADOOG
ODN1,ITEAM2,ACTIVE,2024-02-21-15.04.27.000000,,ITEAM
ODN1,ITEAM2,ACTIVE,2025-01-21-15.15.51.000000,,ITEAM
ODN1,ITEAM2,INACTIVE,2025-03-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ITEAM2,INACTIVE,2024-11-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ITEAM2,ACTIVE,2024-08-22-14.58.50.000000,,ITEAM
ODN1,ITEAM2,INACTIVE,2024-04-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,ITEAM2,INACTIVE,2024-02-21-15.02.19.000000,,ITEAM
ODN1,IURITRINDADE,ACTIVE,2025-04-01-17.34.29.000000,,LUIZFELIPE
ODN1,IURITRINDADE,INACTIVE,2025-05-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IURITRINDADE,NEWREG,2025-04-01-17.33.15.000000,,MAXADMIN
ODN1,IURYCESAR,NEWREG,2024-11-14-19.40.07.000000,,MAXADMIN
ODN1,IURYSPORTES,BLOCKED,2023-02-11-13.31.52.000000,,MAXADMIN
ODN1,IURYSPORTES,INACTIVE,2026-03-26-07.45.01.185000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IURYSPORTES,ACTIVE,2023-02-11-13.32.57.000000,,MAXADMIN
ODN1,IURYSPORTES,ACTIVE,2023-04-28-12.25.23.000000,,MAXADMIN
ODN1,IURYSPORTES,BLOCKED,2023-04-28-12.22.01.000000,,MAXADMIN
ODN1,IURYSPORTES,ACTIVE,2022-10-20-18.00.32.000000,,ITEAM
ODN1,IURYSPORTES,INACTIVE,2022-12-10-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IURYSPORTES,ACTIVE,2022-12-20-18.43.57.000000,,MAXADOOG
ODN1,IVANBRITO,ACTIVE,2025-08-18-09.36.02.000000,,ITEAM
ODN1,IVANBRITO,ACTIVE,2026-01-30-18.04.47.216000,,MAXADMIN
ODN1,IVANBRITO,BLOCKED,2026-01-30-18.03.12.614000,,MAXADMIN
ODN1,IVANILDOCONCEICAO,NEWREG,2026-01-24-12.30.47.159000,,ITEAM
ODN1,IVANILDOCONCEICAO,INACTIVE,2026-03-28-07.45.01.144000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IVANILDOCONCEICAO,ACTIVE,2026-01-24-12.33.02.642000,,LUIZFELIPE
ODN1,IVANILSONCASTRO,ACTIVE,2024-09-13-10.21.39.000000,,ITEAM
ODN1,IVANILSONCASTRO,INACTIVE,2024-11-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IVANILSONJUNIOR,INACTIVE,2024-12-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IVANILSONJUNIOR,ACTIVE,2024-10-20-14.02.49.000000,,RAPHAELBARBOSA
ODN1,IVANILSONJUNIOR,NEWREG,2024-10-20-13.54.34.000000,,MAXADMIN
ODN1,IVANJUNIOR,ACTIVE,2023-10-26-14.35.06.000000,,ITEAM
ODN1,IVANJUNIOR,INACTIVE,2026-03-26-07.45.01.137000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IVANJUNIOR,ACTIVE,2025-11-25-12.28.12.000000,Ticket#2025112529000672,HELPDESK
ODN1,IVANJUNIOR,ACTIVE,2025-04-22-12.11.25.000000,2025042229000235,HELPDESK
ODN1,IVANJUNIOR,INACTIVE,2025-06-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IVANJUNIOR,INACTIVE,2025-02-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IVANJUNIOR,ACTIVE,2024-12-27-08.34.33.000000,0381144,HELPDESK
ODN1,IVANJUNIOR,INACTIVE,2024-10-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IVANJUNIOR,ACTIVE,2024-08-13-17.24.08.000000,,HELPDESK
ODN1,IVANJUNIOR,INACTIVE,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
ODN1,IVANJUNIOR,ACTIVE,2026-05-19-17.55.32.262000,Ticket#2026051929001095 — Reativação de Conta MAXIMO,HELPDESK
ODN1,IVANJUNIOR,ACTIVE,2026-06-12-16.42.42.107000,,MAXADMIN
ODN1,IVANJUNIOR,BLOCKED,2026-06-12-16.38.55.383000,,MAXADMIN
ODN1,IVANJUNIOR,ACTIVE,2026-05-25-13.24.48.784000,,MAXADMIN
ODN1,IVANJUNIOR,BLOCKED,2026-05-25-13.15.08.789000,,MAXADMIN
ODN1,IVANJUNIOR,ACTIVE,2026-05-20-18.13.57.601000,Ticket#2026051929001095 — Reativação de Conta MAXIMO,HELPDESK
ODN1,IVANJUNIOR,BLOCKED,2026-05-20-18.06.53.854000,,MAXADMIN
ODN1,IVANREINOSO,ACTIVE,2024-08-17-19.34.47.000000,,LUIZFELIPE
