ENVIRONMENT,NAME,PARENT,CHILD,WHERECLAUSE,CARDINALITY,DBJOINREQUIRED,REMARKS,MAXRELATIONSHIPID
HTQ,),-,0,-,100858,,,
HTQ,OOG_WORKLOG_WAPPR,LOCATIONS,WORKLOG,CLASS = 'ASSETLOGBOOK',,,,
HTQ,AND,RECORDKEY,=,:LOCATION,,,,
HTQ,AND,SITEID,=,:SITEID,,,,
HTQ,AND,OOG_STATUS,=,'WAPPR',,,,
HTQ,AND,CREATEDATE,=,(,,,,
HTQ,SELECT,MIN(CREATEDATE),,,,,,
HTQ,FROM,WORKLOG,,,,,,
HTQ,WHERE,CLASS,=,'ASSETLOGBOOK',,,,
HTQ,AND,RECORDKEY,=,:LOCATION,,,,
HTQ,AND,SITEID,=,:SITEID,,,,
HTQ,AND,OOG_STATUS,=,'WAPPR',,,,
HTQ,),-,0,-,100859,,,
HTQ,WORKLOG,LOCATIONS,WORKLOG,recordkey=:LOCATION and class = 'ASSETLOGBOOK' and siteid=:siteid,-,0,Relacionamento criado para inser��o de registros da aba Log Book,em Technical Accounts
HTQ,WFASSIGNMENT,LOCATIONS,WFASSIGNMENT,ownertable = 'LOCATIONS' and wfassignment.ownerid = :locationsid and assignstatus in (select value from synonymdomain where domainid='WFASGNSTATUS' and maxvalue='ACTIVE'),-,0,Relationship to active assignments on this LOCATIONS. (ownertable = 'LOCATIONS' and wfassignment.ownerid = :locationsid and assignstatus in (select value from synonymdomain where domainid='WFASGNSTATUS' and maxvalue='ACTIVE')) Zero to many member set.,100861
HTQ,LOGREQUESTDET,LOGREQUEST,LOGREQUESTDET,logrequestid=:logrequestid,-,-,Relationship to LOGREQUESTDET table from LOGREQUEST table,100200
HTQ,INSPECTIONRESULTCHECK,WORKORDER,INSPECTIONRESULT,referenceobjectid=:wonum and referenceobject in ('WORKORDER','WOACTIVITY') and siteid=:siteid and orgid=:orgid and inspformnum=:inspformnum,-,-,Relation from WORKORDER to INSPECTIONRESULT to get inspection results for work orders that have an inspection form number. This relationship can return many rows.
HTQ,INSPECTIONRESULTCHECK,WOACTIVITY,INSPECTIONRESULT,referenceobjectid=:wonum and referenceobject in ('WORKORDER','WOACTIVITY') and siteid=:siteid and orgid=:orgid and inspformnum=:inspformnum,-,-,Relation from WOACTIVITY to INSPECTIONRESULT to get inspection results for work order tasks that have an inspection form number. This relationship can return many rows.
HTQ,WFTOOLBAR,LOCATIONS,WFTOOLBAR,-,-,0,Get the virtual set that manages the toolbar buttons.,100864
HTQ,WORKFLOWMAP,LOCATIONS,WORKFLOWMAP,-,-,0,Get the virtual set to display process maps.,100863
HTQ,WFTRANSACTION,LOCATIONS,WFTRANSACTION,ownertable = 'LOCATIONS' and ownerid = :locationsid,-,0,Relationship to workflow transactions on this LOCATIONS. (ownertable = 'LOCATIONS' and ownerid = :locationsid) Zero to many member set.,100862
HTQ,PLUSGCFW,OOG_ALERT,PLUSGCFW,cfwnum=:oog_plusgcfwnum and orgid=:orgid,-,0,Relationship to the Condition for Work table,used to find the cfw for a A&B.
HTQ,WO_MATUSETRANS,WORKORDER,MATUSETRANS,refwo=:wonum and tositeid=:siteid and assetnum=:assetnum,-,-,Relationship from WORKORDER to MATUSETRANS.,100212
HTQ,WO_SERVRECTRANS,WORKORDER,SERVRECTRANS,refwo=:wonum and siteid=:siteid and assetnum=:assetnum,-,-,Relationship from WORKORDER to SERVRECTRANS.,100213
HTQ,WO_TOOLTRANS,WORKORDER,TOOLTRANS,refwo=:wonum and siteid=:siteid and assetnum=:assetnum,-,-,Relationship from WORKORDER to TOOLTRANS.,100214
HTQ,WO_LABTRANS,WORKORDER,LABTRANS,refwo=:wonum and siteid=:siteid and assetnum=:assetnum,-,-,Relationship from WORKORDER to LABTRANS.,100215
HTQ,ASSETROLLUPSTATUS,ASSET,ASSETROLLUPSTATUS,status in (select value from synonymdomain where domainid='ASSETROLLSTATUS' and maxvalue in ('UNPROCESSED','FAILED')),-,-,Relationship from ASSET to ASSETROLLUPSTATUS.
HTQ,ALLUNPROCESSED,ASSET,ASSETROLLUPSTATUS,assetnum=:assetnum and status in (select value from synonymdomain where domainid='ASSETROLLSTATUS' and maxvalue in ('UNPROCESSED','FAILED')),-,-,Relationship from ASSET to ASSETROLLUPSTATUS.
HTQ,ASSET,ASSETROLLUPSTATUS,ASSET,assetnum=:assetnum and siteid=:siteid,-,-,Relationship from ASSETROLLUPSTATUS to ASSET.,100218
HTQ,WORKORDER,ASSETROLLUPSTATUS,WORKORDER,wonum=:wonum and siteid=:siteid,-,-,Relationship from ASSETROLLUPSTATUS to WORKORDER.,100219
HTQ,ASSETHIERARCHY,ASSETROLLUPSTATUS,ASSETHIERARCHY,wonum=:wonum and siteid=:siteid,-,-,Relationship from ASSETROLLUPSTATUS to ASSETHIERARCHY.,100220
HTQ,ASSET,ASSETHIERARCHY,ASSET,assetnum=:assetnum and siteid=:siteid,-,-,Relationship from ASSETROLLUPSTATUS to ASSETHIERARCHY.,100221
HTQ,ALLUNPROCESSED,ASSETROLLUPSTATUS,ASSETROLLUPSTATUS,status in (select value from synonymdomain where domainid='ASSETROLLSTATUS' and maxvalue in ('UNPROCESSED','FAILED')),-,-,Relationship from ASSETROLLUPSTATUS to ASSETROLLUPSTATUS.
HTQ,CHILDRENH,LOCATIONS,LOCATIONS,storeroomparent=:location and siteid=:siteid,-,-,Relationship to the location records,used to find the children records for a storeroom.
HTQ,CHILDREN,LOCATIONS,LOCHIERARCHY,parent=:location and systemid=:systemid and siteid = :siteid,-,-,Relationship to the LOCHIERARCHY records.,100224
HTQ,ASSET,DOWNTIMEREPORT,ASSET,assetnum = :assetnum and siteid=:siteid,-,-,Relationship to the asset table,used to find the asset record. This resulting set will contain zero or one object.
HTQ,OOG_AREALEADERAPPROVERS,PLUSGPERMITWORK,PLUSGPERWORKREV,plusgpermitworkid = :plusgpermitworkid and personid in (select personid from person where plusgperareaauth = 1),-,-,Relationship with approvers/revisor table to list only areaauthority people,99879
HTQ,ASSETATTRIBUTE,PLUSGREGSPEC,ASSETATTRIBUTE,assetattrid = :assetattrid,-,-,Relationship to the assetattribute table,used to find the assetattribute record for a given plusgregspec (plusgregpec.assetattrid = assetattribute.assetattrid). The resulting set will contain one object.
HTQ,OOG_ALNDOMAIN,PLUSGPERMITWORK,ALNDOMAIN,:OOG_PTWAREA = value and 'PLUSGPERMITAREA' = domainid,-,-,Relation Ship between ALNDOMAIN and PLUSGPERMITWORK,99881
HTQ,CLASSSPEC,PLUSGREGULATION,CLASSSPEC,classstructureid = :classstructureid,-,-,Relationship to the classspec table,used to find the classspec record for a given regulation. (plusgshiftlog.classstructureid = classspec.classstructureid) The resulting set will contain one object.
HTQ,CLASSSPEC,PLUSGREGSPEC,CLASSSPEC,classspecid = :classspecid,-,-,Relationship to the classspec table,used to find the classspec record for a given plusgregspec (plusgregpec.classspecid = classspec.classspecid) The resulting set will contain one object.
HTQ,PLUSGREGULATIONSPECCLASS,PLUSGREGULATION,PLUSGREGSPEC,plusgregulationid = :plusgregulationid and classstructureid = :classstructureid,-,-,Relationship to the plusgregspec table,used to find the plusgregspec records for a given regulation (regulationid
HTQ,PLUSGREGTECH,PLUSGREGULATION,PERSON,personid=:techauthid,-,-,Relationship for Technical Authority,100393
HTQ,PLUSGREGULATION,PERSON,PLUSGREGULATION,techauthid=:personid or owner = :personid,-,-,Relationship for PLUSGREGULATION,100394
HTQ,PLUSGTAGOUT,PLUSGISOLATION,TAGOUT,-,-,-,Relationship to create TAGLOCK from Isolation,based on the selected Lock Out / Tag Out.
HTQ,PLUSGTRAINERPERSON,PLUSGTRAINSESSION,PERSON,personid = :trainer,-,-,Relationship to retrieve information about the person requested the training session.,100496
HTQ,DOCLINKS,PLUSGTRAINSESSION,DOCLINKS,ownertable = 'PLUSGTRAINSESSION' and ownerid = :plusgtrainsessionid,-,-,Relationship to the Doclinks table. The resultset will contain zero or more objects.,100497
HTQ,PLUSGTRAINSESSCHSTATUS,PLUSGTRAINSESSION,PLUSGTRAINSESSCHSTATUS,-,-,-,Relationship to the non-persistent PlusGTrainSessionChStatus mbo. The resulting set will contain zero or more objects,100498
HTQ,PLUSGTRAINSESSSTATUS,PLUSGTRAINSESSION,PLUSGTRAINSESSSTATUS,trainingnum = :trainingnum and sessionnum = :sessionnum and revisionnum=:revisionnum,-,-,Relationship to find all incident event status.,100499
HTQ,PLUSGPERSON,PLUSGTRAINTRAINEE,PERSON,personid = :person,-,-,Relationship to find all person.,100500
HTQ,PLUSGTRAINTRAINEE,PERSON,PLUSGTRAINTRAINEE,person = :personid,-,-,Relationship to find all trainees.,100501
HTQ,PLUSGTRAINREVHIS,PLUSGTRAINING,PLUSGTRAINING,trainingnum=:trainingnum,-,-,Relationship for view revision history,100502
HTQ,PLUSGTRAINREVINPUT,PLUSGTRAINING,PLUSGTRAINREVINPUT,-,-,-,Relationship for revise course dialog,100503
HTQ,PLUSGTRAINMODULEPRE,PLUSGTRAINMODULE,PLUSGTRAINMODULEPRE,modulenum = :modulenum,-,-,Relationship to the PLUSGTRAINMODULEPRE table. The resultset will contain zero or more objects.,100504
HTQ,DOCLINKS,PLUSGTRAINMODULE,DOCLINKS,ownertable = 'PLUSGTRAINMODULE' and ownerid = :plusgtrainmoduleid,-,-,Relationship to the Doclinks table. The resultset will contain zero or more objects.,100505
HTQ,PLUSGTRAINMODULE,PLUSGTRAINMODULEPRE,PLUSGTRAINMODULE,modulenum = :modulenum,-,-,Relationship to the PLUSGTRAINMODULE table. The resultset will contain zero or more objects.,100506
HTQ,DOCLINKS,PLUSGACCESSPERMIT,DOCLINKS,ownertable = 'PLUSGACCESSPERMIT' and ownerid = :plusgpermitworkid,-,-,Relationship to the Doclinks table. The resultset will contain zero or more objects.,100507
HTQ,COMMLOG,PLUSGACCESSPERMIT,COMMLOG,ownerid=:plusgpermitworkid and ownertable='PLUSGACCESSPERMIT',-,-,Relationship to the COMMLOG table used to get all communication log entries for a shift log.,100508
HTQ,PLUSGWORKLOG,PLUSGACCESSPERMIT,WORKLOG,recordkey = :permitworknum and class = 'PLUSGACCESSPERMIT' and siteid = :siteid,-,-,Relationship to the worklog records,used to find the worklog records for a given Isolation.
HTQ,BOOKMARK,PLUSGACCESSPERMIT,BOOKMARK,app='PLUSGAP' and keyvalue=:plusgpermitworkid,-,-,Relationship to the bookmark records.,100510
HTQ,PLUSGOWNERHISTORY,PLUSGACCESSPERMIT,PLUSGOWNERHISTORY,recordid = :plusgpermitworkid and class = 'PLUSGACCESSPERMIT',-,-,Relationship to the ownership history records.,100511
HTQ,PLUSGFMECALEAD,TICKET,PERSON,personid=:plusgfmecalead,-,-,Relationship to the PERSON table. The resultset will contain zero or more objects.,100512
HTQ,PLUSGFMECAAPPBY,TICKET,PERSON,personid=:plusgfmecaappby,-,-,Relationship to the PERSON table. The resultset will contain zero or more objects.,100513
HTQ,RELATEDRECFMECA,RELATEDRECORD,PLUSGINVFMECA,ticketid=:relatedreckey and class=:relatedrecclass and failurenumber=:plusgrelatedreckey3,-,-,Gets FMECA from relatedrecord.,100514
HTQ,PLUSGFMECALEAD,PERSON,PROBLEM,plusgfmecalead=:personid or plusgfmecaappby=:personid,-,-,Relationship to the INVESTIGATION table. The resultset will contain zero or more objects.,100515
HTQ,ASSET,PLUSGINVFMECA,ASSET,assetid=:assetid,-,-,all asset records for the incident event.,100516
HTQ,LOCATION,PLUSGINVFMECA,LOCATIONS,locationsid=:locationsid,-,-,Relationship from PLUSGINCEVENT to LOCATIONS.,100517
HTQ,PLUSGACSPERSON,PLUSGACCESSPERMIT,PLUSGACSPERSON,orgid = :orgid and siteid = :siteid and permitworknum = :permitworknum,-,-,Relationship from parent PLUSGPERMITWORK to child PLUSGACSPERSON.,100518
HTQ,PERSON,PLUSGACSPERSON,PERSON,personid = :personid,-,-,Relationship from PLUSGACSPERSON to PERSON (plusgacsperson.personid = person.personid).,100519
HTQ,PLUSGACSPERSON,PERSON,PLUSGACSPERSON,personid = :personid,-,-,Relationship from PERSON to PLUSGACSPERSON (person.personid = plusgacsperson.personid).,100520
HTQ,PLUSGCOMPANIES,PLUSGACSPERSON,COMPANIES,companiesid = :companiesid,-,-,Relationship to retrieve this company's information.,100521
HTQ,PLUSGACSPERSON,COMPANIES,PLUSGACSPERSON,companiesid = :companiesid,-,-,Relationship to retrieve related person accessing for the current company.,100522
HTQ,PLUSGACSPERLOCS,PLUSGACCESSPERMIT,PLUSGACSPERLOCS,plusgpermitworkid = :plusgpermitworkid,-,-,Relationship to multi asset and location table.,100523
HTQ,PLUSGAPSTATUS,PLUSGACCESSPERMIT,PLUSGPERWORKSTATUS,plusgpermitworkid = :plusgpermitworkid,-,-,Relationship to the status records.,100524
HTQ,MODDOWNTIMEHIST,MULTIASSETLOCCI,MODDOWNTIMEHIST,1=1,-,-,Relationship to non-persistent MODDOWNTIMEHIST object.,99906
HTQ,OPNWRKFORLOC,LOCATIONS,MULTIASSETLOCCI,location=:location and siteid=:siteid and exists (select 1 from workorder where workorder.woclass=multiassetlocci.recordclass and workorder.wonum=multiassetlocci.recordkey and workorder.siteid=multiassetlocci.worksiteid and workorder.historyflag=0),-,-,Relationship to the MULTIASSETLOCCI table,used to find open work orders for the Location. The resulting set can contain zero or more objects.
HTQ,INSPECTIONFORM,ROUTE_STOP,INSPECTIONFORM,inspformnum=:inspformnum and orgid=:orgid and status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE'),-,-,Relationship from ROUTE_STOP to INSPECTIONFORM. This relationship can return one row.,99908
HTQ,INSPECTIONFORM,MULTIASSETLOCCI,INSPECTIONFORM,inspformnum=:inspformnum and status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE'),-,-,Relationship from MULTIASSETLOCCI to INSPECTIONFORM. This relationship can return one row.,99909
HTQ,INSPECTIONRESULT,MULTIASSETLOCCI,INSPECTIONRESULT,referenceobjectid=:multiid and referenceobject='MULTIASSETLOCCI' and inspformnum=:inspformnum and siteid=:worksiteid and orgid=:orgid,-,-,Relation from WORKORDER to INSPECTIONRESULT for Work Orders. This relationship can return many rows.,99910
HTQ,INSPFORMSCRIPT,INSPECTIONFORM,INSPFORMSCRIPT,inspformnum=:inspformnum and revision=:revision and orgid=:orgid,-,-,Relationship from INSPECTIONFORM to INSPFORMSCRIPT.,99911
HTQ,RECINSPFORMS,ASSET,INSPFORMUSEWITH,objectname='ASSET' and objectid=:assetnum and orgid=:orgid and siteid=:siteid and inspformnum in (select i.inspformnum from inspectionform i where i.inspformnum=inspformnum and i.orgid=orgid and i.siteid=siteid and i.status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE')),-,-,Relationship from ASSET to INSPFORMUSEWITH that returns all recommended forms. This relationship can return many rows.,99912
HTQ,OTHERINSPFORMS,ASSET,INSPECTIONFORM,orgid=:orgid and status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE') and inspformnum not in (select uw.inspformnum from inspformusewith uw where uw.inspformnum=inspformnum and uw.objectname='ASSET' and uw.objectid=:assetnum and uw.siteid=:siteid and uw.orgid=:orgid),-,-,Relationship from ASSET to INSPECTIONFORM that returns all other forms. This relationship can return many rows.,99913
HTQ,RECINSPFORMS,LOCATIONS,INSPFORMUSEWITH,objectname='LOCATION' and objectid=:location and orgid=:orgid and siteid=:siteid and inspformnum in (select i.inspformnum from inspectionform i where i.inspformnum=inspformnum and i.orgid=orgid and i.siteid=siteid and i.status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE')),-,-,Relationship from LOCATIONS to INSPFORMUSEWITH that returns all recommended forms. This relationship can return many rows.,99914
HTQ,OTHERINSPFORMS,LOCATIONS,INSPECTIONFORM,orgid=:orgid and status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE') and inspformnum not in (select uw.inspformnum from inspformusewith uw where uw.inspformnum=inspformnum and uw.objectname='LOCATION' and uw.objectid=:location and uw.siteid=:siteid and uw.orgid=:orgid),-,-,Relationship from LOCATIONS to INSPECTIONFORM that returns all other forms. This relationship can return many rows.,99915
HTQ,INSPECTIONFORM,INSPFORMUSEWITH,INSPECTIONFORM,inspformnum=:inspformnum and orgid=:orgid and status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE'),-,-,Relationship from INSPFORMUSEWITH to INSPECTIONFORM. This relationship can return one row.,99916
HTQ,INSPECTIONFORM,NPINSPFORM,INSPECTIONFORM,inspformnum=:inspformnum and status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE'),-,-,Relationship from INSPFORMUSEWITH to INSPECTIONFORM. This relationship can return one row.,99917
HTQ,RECINSPFORMS,WORKORDER,INSPFORMUSEWITH,(((objectname='LOCATION' and objectid=:location and orgid=:orgid and siteid=:siteid and inspformnum not in (select insp.inspformnum from inspformusewith insp where insp.objectname='ASSET' and insp.objectid=:assetnum and insp.orgid=:orgid and insp.siteid=:siteid))) or (objectname='ASSET' and objectid=:assetnum and orgid=:orgid and siteid=:siteid)) and inspformnum in (select i.inspformnum from inspectionform i where i.inspformnum=inspformnum and i.orgid=orgid and i.siteid=siteid and i.status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE')),MULTIPLE,-,Relationship from WORKORDER to INSPFORMUSEWITH that returns all recommended forms. This relationship can return many rows.,99918
HTQ,OTHERINSPFORMS,WORKORDER,INSPECTIONFORM,orgid=:orgid and status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE') and inspformnum not in (select uw.inspformnum from inspformusewith uw where uw.inspformnum=inspformnum and ((uw.objectname='LOCATION' and uw.objectid=:location and uw.siteid=:siteid and uw.orgid=:orgid) or (uw.objectname='ASSET' and uw.objectid=:assetnum and uw.siteid=:siteid and uw.orgid=:orgid))),MULTIPLE,-,Relationship from WORKORDER to INSPECTIONFORM that returns all other forms. This relationship can return many rows.,99919
HTQ,RECINSPFORMS,WOACTIVITY,INSPFORMUSEWITH,(((objectname='LOCATION' and objectid=:location and orgid=:orgid and siteid=:siteid and inspformnum not in (select insp.inspformnum from inspformusewith insp where insp.objectname='ASSET' and insp.objectid=:assetnum and insp.orgid=:orgid and insp.siteid=:siteid))) or (objectname='ASSET' and objectid=:assetnum and orgid=:orgid and siteid=:siteid)) and inspformnum in (select i.inspformnum from inspectionform i where i.inspformnum=inspformnum and i.orgid=orgid and i.siteid=siteid and i.status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE')),-,-,Relationship from WOACTIVITY to INSPFORMUSEWITH that returns all recommended forms. This relationship can return many rows.,99920
HTQ,OTHERINSPFORMS,WOACTIVITY,INSPECTIONFORM,orgid=:orgid and status in (select value from synonymdomain where domainid = 'INSPECTFORMSTATUS' and maxvalue='ACTIVE') and inspformnum not in (select uw.inspformnum from inspformusewith uw where uw.inspformnum=inspformnum and ((uw.objectname='LOCATION' and uw.objectid=:location and uw.siteid=:siteid and uw.orgid=:orgid) or (uw.objectname='ASSET' and uw.objectid=:assetnum and uw.siteid=:siteid and uw.orgid=:orgid))),-,-,Relationship from WOACTIVITY to INSPECTIONFORM that returns all other forms. This relationship can return many rows.,99921
HTQ,APM_AOOGMEMOSTATUSLOG,A_PM,A_OOG_MEMOSTATUSLOG,eaudittimestamp >= (:eaudittimestamp - INTERVAL '2' MINUTE),,,,
HTQ,and,eaudittimestamp,<=,(:eaudittimestamp,+,INTERVAL,'1',MINUTE)
HTQ,and,siteid,=,:siteid,,,,
HTQ,and,pmnum,=,:pmnum,,,,
HTQ,and eauditusername = :eauditusername,-,0,-,100856,,,
HTQ,OOG_MEMOSTATUS,OOG_MEMOSTATUSLOG,PM,siteid = :siteid and orgid = :orgid and pmnum = :pmnum,-,0,-,100857
HTQ,NPINSPFORM,ASSET,NPINSPFORM,-,-,-,Asset relationship with non persistent inspection form,100230
HTQ,NPINSPFORM,LOCATIONS,NPINSPFORM,-,-,-,Locations relationship with non persistent inspection form,100231
HTQ,INVENTORY,INVUSE,INVENTORY,location=:fromstoreloc and siteid=:siteid,-,-,Relationship with the Inventory table,100234
HTQ,AUTOSCRIPTTESTPARAMS,AUTOSCRIPTTESTNP,AUTOSCRIPTTESTNP,-,-,-,Relation to Autoscript test parameters. This relationship will return 1 or more rows,100237
HTQ,DOCLINKS,COUNTBOOK,DOCLINKS,ownertable = 'COUNTBOOK' and ownerid = :countbookid,-,-,Relationship to the doclink table.,100238
HTQ,LOCATIONS,COUNTBOOK,LOCATIONS,location = :storeroom and siteid = :siteid,-,-,Relationship to the Locations table,used to find the storeroom for a given Count Book record. The resulting set will contain one object.
HTQ,COUNTBOOKCHNGSTAT,COUNTBOOK,COUNTBOOKCHNGSTAT,-,-,-,Relationship to the nonpersistent parameter set for changing count book status.,100241
HTQ,COUNTBOOKSTATUS,COUNTBOOK,COUNTBOOKSTATUS,countbooknum = :countbooknum and siteid=:siteid,-,-,Relationship to the COUNTBOOKSTATUS table,used to find all count books status for a count book. This resulting set will contain 1 or more objects.
